STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT10
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/1/15,6.93,,0,0,0,69,81,58,120,110,16.1,21.9,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/2/15,7.61,,0,0,0,70,81,59,120,110,21,33.1,,,,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/3/15,12.97,,0.22,0,0,73,82,65,130,110,23,29.1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/4/15,17,,0,0,0,76,83,72,110,140,23.9,32,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/5/15,19.01,,0,0,0,76,83,72,150,150,31.1,38,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/6/15,17.22,,0,0,0,78,85,75,150,150,25.1,31.1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/7/15,17,,0,0,0,79,83,77,160,170,23.9,30,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/8/15,18.12,,0,0,0,80,87,78,130,150,25.9,34,1,,,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/9/15,24.16,,0,0,0,81,87,77,150,140,36.9,46.1,1,,,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/10/15,23.94,,0,0,0,81,87,77,150,140,36.9,45,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/11/15,15.88,,0.25,0,0,81,85,73,70,70,25.9,34,1,,1,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/12/15,14.99,,4.56,0,0,76,83,68,20,10,45,59.1,1,,1,,,,,1,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/13/15,14.32,,1.41,0,0,77,82,71,110,130,25.9,32,1,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/14/15,14.09,,0.03,0,0,79,86,75,150,150,25.1,31.1,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/15/15,12.97,,1.65,0,0,76,81,70,290,280,29.1,52.1,1,,1,,,,,,1
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/16/15,19.69,,0,0,0,78,85,72,150,150,31.1,38.9,1,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4,5/17/15,16.11,,0,0,0,81,85,78,160,160,25.9,33.1,,,,,,,,,
